underlying_event_id,kalshi_contract_id,polymarket_contract_id,kalshi_ticker,polymarket_id,kalshi_question,polymarket_question,kalshi_rule,polymarket_rule,kalshi_series,polymarket_yes_token_id,kalshi_volume,polymarket_volume,kalshi_open_timestamp,polymarket_open_timestamp,kalshi_close_timestamp,polymarket_close_timestamp,candidate_rank,phenomenon_similarity,phenomenon_match_label,lexical_similarity,number_overlap,predicate_compatible,deadline_difference_days,match_confidence,match_label,wording_divergence,number_divergence,source_divergence,stage_divergence,deadline_divergence,semantic_divergence,identified_semantic_difference
match:KXSENATETXD-26-JCRO:679231,kalshi:KXSENATETXD-26-JCRO,polymarket:679231,KXSENATETXD-26-JCRO,679231,Will Jasmine Crockett be the Democratic nominee for the Senate in Texas?,Will Jasmine Crockett be the Democratic nominee for Senate in Texas?,"If Jasmine Crockett wins the nomination for the Democratic Party to contest the 2026 Class II Texas Senate seat, then the market resolves to Yes.
This market will close after Jasmine Crockett wins the party's nomination.","This market will resolve according to the winner of the Democratic Primary for United States Senator from Texas.

If no 2026 Texas Democratic Senate Primary takes place, this market will resolve to ""Other"".

The resolution source for this market will be the first announcement of the results from the Texas Democratic party, however an overwhelming consensus of credible reporting may suffice.",KXSENATETXD,94737519498062089509054866299237177817764281322241801495543113489871631475335,8528627.0,2144739.152848,2025-10-09 18:00:33+00:00,2025-11-12 20:26:16.617000+00:00,2026-03-04 15:30:55+00:00,2026-03-03 00:00:00+00:00,1,1.0,strong_candidate,1.0,1.0,True,1.6464699074074074,0.9990852944958848,high_confidence,0.0,0.0,0.0,1.0,0.018294110082304527,0.2027441165123457,required event stage differs
match:KXSENATETXD-26-JTAL:679229,kalshi:KXSENATETXD-26-JTAL,polymarket:679229,KXSENATETXD-26-JTAL,679229,Will James Talarico be the Democratic nominee for the Senate in Texas?,Will James Talarico be the Democratic nominee for Senate in Texas?,"If James Talarico wins the nomination for the Democratic Party to contest the 2026 Class II Texas Senate seat, then the market resolves to Yes.
This market will close after James Talarico wins the party's nomination.","This market will resolve according to the winner of the Democratic Primary for United States Senator from Texas.

If no 2026 Texas Democratic Senate Primary takes place, this market will resolve to ""Other"".

The resolution source for this market will be the first announcement of the results from the Texas Democratic party, however an overwhelming consensus of credible reporting may suffice.",KXSENATETXD,103059171780607265770750564839754200452237328355075729499557091582741254890636,5839362.0,3532609.927443,2025-07-15 15:45:43+00:00,2025-11-12 20:26:15.587602+00:00,2026-03-04 15:30:55+00:00,2026-03-03 00:00:00+00:00,1,1.0,strong_candidate,1.0,1.0,True,1.6464699074074074,0.9990852944958848,high_confidence,0.0,0.0,0.0,1.0,0.018294110082304527,0.2027441165123457,required event stage differs
match:KXGOVFLNOMR-26-BD:704474,kalshi:KXGOVFLNOMR-26-BD,polymarket:704474,KXGOVFLNOMR-26-BD,704474,Will Byron Donalds be the Republican nominee for Governor in Florida?,Will Byron Donalds be the Republican nominee for Florida Governor?,"If Byron Donalds wins the nomination for the Republican Party to contest the 2026 Florida Governorship, then the market resolves to Yes.
This market will close after Byron Donalds wins the party's nomination.","This market will resolve according to the winner of the Republican Primary for Governor of Florida, scheduled to take place on August 18, 2026.

If no 2026 Florida Republican Gubernatorial Primary takes place, this market will resolve to “Other.”

The resolution source for this market will be the first official announcement of the results from the Florida Republican Party; however, an overwhelming consensus of credible reporting may suffice.",KXGOVFLNOMR,17336913662936411353227123556466342187939829338475965039559527756381614175446,10760634.15,1495808.9805130004,2025-01-16 18:00:00+00:00,2025-11-25 22:35:48.981000+00:00,2026-08-19 00:07:41+00:00,2026-08-18 00:00:00+00:00,1,0.7690219156592132,strong_candidate,1.0,1.0,True,1.0053356481481481,0.953245863327316,high_confidence,0.0,0.5,0.0,1.0,0.01117039609053498,0.3016755594135803,numeric/date conditions differ; required event stage differs
match:KXGOVFLNOMR-26-JFIS:704475,kalshi:KXGOVFLNOMR-26-JFIS,polymarket:704475,KXGOVFLNOMR-26-JFIS,704475,Will James Fishback be the Republican nominee for Governor in Florida?,Will James Fishback be the Republican nominee for Florida Governor?,"If James Fishback wins the nomination for the Republican Party to contest the 2026 Florida Governorship, then the market resolves to Yes.
This market will close after James Fishback wins the party's nomination.","This market will resolve according to the winner of the Republican Primary for Governor of Florida, scheduled to take place on August 18, 2026.

If no 2026 Florida Republican Gubernatorial Primary takes place, this market will resolve to “Other.”

The resolution source for this market will be the first official announcement of the results from the Florida Republican Party; however, an overwhelming consensus of credible reporting may suffice.",KXGOVFLNOMR,33155332955952891634578278971241370547565953905463429717597205277664278786659,44726603.31,6462255.492774996,2025-11-11 00:00:00+00:00,2025-11-25 22:35:51.177000+00:00,2026-08-19 00:07:41+00:00,2026-08-18 00:00:00+00:00,1,0.7700474393728939,strong_candidate,1.0,1.0,True,1.0053356481481481,0.9534509680700521,high_confidence,0.0,0.5,0.0,1.0,0.01117039609053498,0.3016755594135803,numeric/date conditions differ; required event stage differs
match:KXGOVFLNOMR-26-JCOL:704477,kalshi:KXGOVFLNOMR-26-JCOL,polymarket:704477,KXGOVFLNOMR-26-JCOL,704477,Will Jay Collins be the Republican nominee for Governor in Florida?,Will Jay Collins be the Republican nominee for Florida Governor?,"If Jay Collins wins the nomination for the Republican Party to contest the 2026 Florida Governorship, then the market resolves to Yes.
This market will close after Jay Collins wins the party's nomination.","This market will resolve according to the winner of the Republican Primary for Governor of Florida, scheduled to take place on August 18, 2026.

If no 2026 Florida Republican Gubernatorial Primary takes place, this market will resolve to “Other.”

The resolution source for this market will be the first official announcement of the results from the Florida Republican Party; however, an overwhelming consensus of credible reporting may suffice.",KXGOVFLNOMR,99707231507759124574081212672007537204787934380228084704600028791237773589839,10496583.01,1419766.7469359995,2025-09-19 14:00:14+00:00,2025-11-25 22:35:54.987000+00:00,2026-08-19 00:07:41+00:00,2026-08-18 00:00:00+00:00,1,0.7745841713110797,strong_candidate,1.0,1.0,True,1.0053356481481481,0.9543583144576893,high_confidence,0.0,0.5,0.0,1.0,0.01117039609053498,0.3016755594135803,numeric/date conditions differ; required event stage differs
match:KXATTENDSOTU-NSHI:1321388,kalshi:KXATTENDSOTU-NSHI,polymarket:1321388,KXATTENDSOTU-NSHI,1321388,Will Nick Shirley attend the 2026 State of the Union Address?,Will Nick Shirley attend the 2026 State of the Union address?,"If Nick Shirley attends the 2026 State of the Union Address, then the market resolves to Yes.
Attendance is confirmed if the person is reported present at the event by any Source Agency, including social media posts by the person themselves. Brief appearances or partial attendance count as attendance.
This market will close and expire early if the event occurs","The 2026 State of the Union address is scheduled to be held in the Chamber of the U.S. House of Representatives on February 24, 2026.

This market will resolve to ""Yes"" if the listed individual attends the 2026 State of the Union address. Otherwise, this market will resolve to ""No"".

If the event is canceled or postponed beyond March 31, 2026, 11:59 PM ET, this market will resolve to ""No"".

For the purpose of this market, attending the State of the Union address is defined as being in physical attendance during any part of the event.

The resolution source will be a consensus of credible reporting.",KXATTENDSOTU,14312498780337544045387832862794017033958264834039635678270113315334392618715,3175907.0,6601495.392548,2026-01-22 15:00:00+00:00,2026-02-02 19:40:14.996050+00:00,2026-02-25 13:44:05+00:00,2026-02-24 00:00:00+00:00,1,1.0,strong_candidate,1.0,1.0,True,1.5722800925925926,0.9991265110596708,high_confidence,0.0,0.8,1.0,0.0,0.017469778806584364,0.4126204668209877,cancellation/postponement fallback appears on one platform; permitted attendance evidence differs; numeric/date conditions differ; named resolution sources differ
match:RATECUTCOUNT-24DEC31-T2:254576,kalshi:RATECUTCOUNT-24DEC31-T2,polymarket:254576,RATECUTCOUNT-24DEC31-T2,254576,Will the Fed cut rates 2 times?,Will Fed cut interest rates 2 times in 2024?,"If the Fed does exactly 2 cuts of 25 basis points in 2024, the market resolves to Yes.
To be clear, 25bp of cuts is equal to one cut (so 25bp cut is 1, 50bp cut is 2, 75bp cut is 3, and so on). Note: the original filing had a typographical error that referred to a 25bp cut as an ""increase"" in the federal funds rate. This has been changed.","The FED interest rates are defined in this market by the upper bound of the target federal funds range. The decisions on the target federal fund range are made by the Federal Open Market Committee (FOMC) meetings.

This market will resolve to “Yes” if the there is exactly 2 cuts of 25 basis points by the Fed's December meeting (including any cuts made during Dec meeting). Otherwise, this market will resolve to “No.”

This market may resolve to ""Yes"" immediately after the statement from the Fed's December 2024 meeting has been released if there has been exactly 2 rate cuts by then.

For example, if the FED cuts rates by 50 bps after a meeting, it would be considered 2 cuts (of 25 bps each). If there are 3 or more rate cuts at any point before this market's resolution date, this market will resolve to ""No"".

The resolution source for this market will be FOMC statements after meetings scheduled in 2024 according to the official calendar: https://www.federalreserve.gov/monetarypolicy/fomccalendars.htm. The level and change of the target federal funds rate is also published at the official website of the Federal Reserve at https://www.federalreserve.gov/monetarypolicy/openmarket.htm.",KXRATECUTCOUNT,3871927428485769761941293093301936346966585290331404922187519259041214679155,706254.0,3982525.829184,2023-12-14 21:45:00+00:00,2024-03-21 16:44:22.785000+00:00,2025-01-01 04:59:00+00:00,2024-12-30 12:00:00+00:00,2,0.6878291969818248,strong_candidate,0.7142857142857143,0.5,True,1.707638888888889,0.7044742939819029,high_confidence,0.2857142857142857,0.2857142857142857,0.6666666666666667,1.0,0.018973765432098767,0.4837984457671958,one contract records a rule correction; numeric/date conditions differ; named resolution sources differ; required event stage differs
match:RATECUTCOUNT-24DEC31-T4:254578,kalshi:RATECUTCOUNT-24DEC31-T4,polymarket:254578,RATECUTCOUNT-24DEC31-T4,254578,Will the Fed cut rates 4 times?,Will Fed cut interest rates 4 times in 2024?,"If the Fed does exactly 4 cuts of 25 basis points in 2024, the market resolves to Yes.
To be clear, 25bp of cuts is equal to one cut (so 25bp cut is 1, 50bp cut is 2, 75bp cut is 3, and so on). Note: the original filing had a typographical error that referred to a 25bp cut as an ""increase"" in the federal funds rate. This has been changed.","The FED interest rates are defined in this market by the upper bound of the target federal funds range. The decisions on the target federal fund range are made by the Federal Open Market Committee (FOMC) meetings.

This market will resolve to “Yes” if the there is exactly 4 cuts of 25 basis points by the Fed's December meeting (including any cuts made during Dec meeting). Otherwise, this market will resolve to “No.”

This market may resolve to ""Yes"" immediately after the statement from the Fed's December 2024 meeting has been released if there has been exactly 4 rate cuts by then.

For example, if the FED cuts rates by 50 bps after a meeting, it would be considered 2 cuts (of 25 bps each). If there are 5 or more rate cuts at any point before this market's resolution date, this market will resolve to ""No"".

The resolution source for this market will be FOMC statements after meetings scheduled in 2024 according to the official calendar: https://www.federalreserve.gov/monetarypolicy/fomccalendars.htm. The level and change of the target federal funds rate is also published at the official website of the Federal Reserve at https://www.federalreserve.gov/monetarypolicy/openmarket.htm.",KXRATECUTCOUNT,101669189743438912873361127612589311253202068943959811456820079057046819967115,815999.0,6812524.970527,2023-12-14 21:45:00+00:00,2024-03-21 16:44:15.800000+00:00,2025-01-01 04:59:00+00:00,2024-12-30 12:00:00+00:00,3,0.6878291969818248,strong_candidate,0.7142857142857143,0.5,True,1.707638888888889,0.7044742939819029,high_confidence,0.2857142857142857,0.4444444444444444,0.6666666666666667,1.0,0.018973765432098767,0.5155444775132275,one contract records a rule correction; numeric/date conditions differ; named resolution sources differ; required event stage differs
match:RATECUTCOUNT-24DEC31-T0:254572,kalshi:RATECUTCOUNT-24DEC31-T0,polymarket:254572,RATECUTCOUNT-24DEC31-T0,254572,Will the Fed cut rates 0 times?,Will Fed cut interest rates 0 times in 2024?,"If the Fed does exactly 0 cuts of 25 basis points in 2024, the market resolves to Yes.
To be clear, 25bp of cuts is equal to one cut (so 25bp cut is 1, 50bp cut is 2, 75bp cut is 3, and so on). Note: the original filing had a typographical error that referred to a 25bp cut as an ""increase"" in the federal funds rate. This has been changed.","The FED interest rates are defined in this market by the upper bound of the target federal funds range. The decisions on the target federal fund range are made by the Federal Open Market Committee (FOMC) meetings.

This market will resolve to “Yes” if the there no rate cuts by the Fed's December meeting (including the Dec meeting). Otherwise, this market will resolve to “No.”

This market may resolve to ""Yes"" immediately after the statement from the Fed's December 2024 meeting has been released if there has been no rate cuts by then.

If there is a rate cut at any time within 2024, before the statement following the December FOMC meeting is released, this market may immediately resolve to ""No"".

The resolution source for this market will be FOMC statements after meetings scheduled in 2024 according to the official calendar: https://www.federalreserve.gov/monetarypolicy/fomccalendars.htm. The level and change of the target federal funds rate is also published at the official website of the Federal Reserve at https://www.federalreserve.gov/monetarypolicy/openmarket.htm.",KXRATECUTCOUNT,89696659573954222419095252604067183414791320102947583740730535398317437004018,841936.0,2049580.060001,2023-12-14 21:45:00+00:00,2024-03-21 16:44:29.537000+00:00,2025-01-01 04:59:00+00:00,2024-12-30 12:00:00+00:00,1,0.6878291969818248,strong_candidate,0.7142857142857143,0.5,True,1.707638888888889,0.7044742939819029,high_confidence,0.2857142857142857,0.75,0.6666666666666667,1.0,0.018973765432098767,0.5766555886243386,one contract records a rule correction; numeric/date conditions differ; named resolution sources differ; required event stage differs
match:KXTRUMPOUT27-27-DJT:1116033,kalshi:KXTRUMPOUT27-27-DJT,polymarket:1116033,KXTRUMPOUT27-27-DJT,1116033,Donald Trump out before 2027?,Will Donald Trump be the next leader out before 2027?,"If Donald Trump leaves office before Jan 1, 2027, then the market resolves to Yes.
An announcement that the President will leave the office within the next year is also encompassed by the Payout Criterion. An acknowledgement by Donald Trump that they will leave office due solely to the scheduled expiration of a constitutionally or legally mandated term limit does not satisfy the Payout Criterion.

If Donald Trump leaves solely because they have died, the associated market will resolve and the Exchange will determine the payouts to the holders of long and short positions based upon the last traded price (prior to the death). If a last traded price is not available or is not logically consistent, or if the Exchange determines at its sole discretion that the last traded prices prior to death do not represent a fair settlement value, the Outcome Review Committee will be responsible for making a binding determination of fair allocation.
This market will close and expire early if the event occurs.","This market will resolve according to the first individual who ceases to occupy their listed office.

An announcement of a resignation/removal, or a scheduled departure from office due to the outcome of an election, will not alone qualify.

Only permanent removal from office will qualify for resolution. Temporary removals, such as impeachment suspensions (e.g., Yoon Suk Yeol's recent impeachment), temporary invocation of the 25th Amendment, or any similar provisional transfers of power, will not count.

Additionally, if an individual continues in a caretaker or interim role (e.g., Gabriel Attal remaining as caretaker Prime Minister of France), they will not be considered to have ceased occupying the office for the purposes of this market.

If this criteria has not been met for any of the listed individuals by December 31, 2026, 11:59 PM ET, this market will resolve to “None before 2027”. No additional individuals will be added to this market after its creation.

The resolution source for this market will be a consensus of credible reporting.",KXTRUMPOUT27,32607909496713814919543662784690065157835289164930992883737385797341817149588,5894805.26,488511.74781,2025-11-08 15:00:00+00:00,2026-01-05 20:23:03.879187+00:00,2027-01-01 15:00:00+00:00,2026-12-31 00:00:00+00:00,2,0.48567393464964204,possible_candidate,0.6666666666666666,1.0,True,1.625,0.7128986758188174,high_confidence,0.33333333333333337,0.8571428571428572,1.0,0.5,0.018055555555555554,0.5908035714285714,announcement can qualify on Kalshi but not alone on Polymarket; death treatment is explicit on only one platform; numeric/date conditions differ; named resolution sources differ; required event stage differs
